age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital,hours-per-week,region,income
31-40,Private,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,40.0,United-States,0
31-40,Private,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,35.0,United-States,0
25-30,Private,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,40.0,United-States,0
61-70,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,40.0,United-States,1
31-40,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7298.0,40.0,United-States,1
25-30,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,65.0,United-States,0
51-60,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,40.0,West Asia,1
41-50,Private,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,48.0,United-States,1
31-40,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,45.0,United-States,1
51-60,Private,5.0,Divorced,Farming-fishing,Not-in-family,Black,Male,0.0,40.0,United-States,0
31-40,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,50.0,United-States,1
31-40,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,45.0,United-States,1
41-50,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,38.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,40.0,United-States,0
18-24,Private,13.0,Never-married,Exec-managerial,Own-child,Black,Female,0.0,65.0,United-States,0
25-30,Private,13.0,Never-married,Sales,Own-child,White,Male,0.0,45.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,40.0,United-States,0
25-30,Self-emp-not-inc,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,20.0,United-States,0
51-60,Private,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,40.0,United-States,0
25-30,State-gov,13.0,Never-married,Adm-clerical,Not-in-family,Other,Female,0.0,40.0,United-States,0
41-50,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,0.0,40.0,United-States,0
51-60,Private,10.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,40.0,United-States,1
31-40,Local-gov,10.0,Separated,Adm-clerical,Not-in-family,White,Female,0.0,40.0,United-States,0
31-40,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,-1902.0,40.0,United-States,1
41-50,Private,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,-1564.0,40.0,United-States,1
18-24,Self-emp-inc,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,40.0,United-States,0
31-40,Self-emp-not-inc,13.0,Never-married,Other-service,Own-child,White,Female,0.0,20.0,United-States,0
41-50,Self-emp-not-inc,10.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,40.0,United-States,0
31-40,Private,9.0,Widowed,Adm-clerical,Own-child,White,Female,0.0,40.0,United-States,0
18-24,Private,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,40.0,United-States,0
0-17,Private,8.0,Never-married,Other-service,Own-child,White,Female,0.0,30.0,United-States,0
61-70,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,25.0,United-States,0
31-40,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,20.0,United-States,1
25-30,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,40.0,United-States,0
51-60,Private,6.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,40.0,United-States,0
41-50,Self-emp-not-inc,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,50.0,United-States,0
31-40,Private,9.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,40.0,United-States,0
41-50,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,60.0,United-States,0
51-60,State-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,45.0,United-States,1
18-24,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,10.0,United-States,0
51-60,Self-emp-inc,9.0,Married-civ-spouse,Sales,Wife,White,Female,15024.0,35.0,United-States,1
31-40,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-2415.0,60.0,United-States,1
0-17,Private,8.0,Never-married,Sales,Own-child,White,Female,0.0,20.0,United-States,0
41-50,Private,10.0,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0.0,40.0,Southeast Asia,0
51-60,State-gov,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,35.0,United-States,0
18-24,Private,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,50.0,United-States,0
41-50,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Other-relative,White,Female,0.0,40.0,Middle America,0
25-30,Self-emp-not-inc,10.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,40.0,United-States,0
25-30,Private,3.0,Never-married,Other-service,Not-in-family,White,Male,0.0,75.0,Mexico,0
25-30,Private,9.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,40.0,United-States,0
51-60,Private,9.0,Divorced,Other-service,Unmarried,Black,Female,0.0,35.0,Middle America,0
31-40,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,40.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,40.0,United-States,1
51-60,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,40.0,United-States,0
41-50,Private,9.0,Divorced,Other-service,Own-child,White,Female,0.0,32.0,United-States,0
31-40,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,48.0,United-States,0
41-50,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,45.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,40.0,United-States,1
25-30,Private,10.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,40.0,United-States,0
31-40,Self-emp-not-inc,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,60.0,United-States,0
31-40,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,40.0,United-States,1
41-50,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,46.0,United-States,0
25-30,Federal-gov,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,30.0,East Asia,0
25-30,Private,5.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,40.0,Mexico,0
41-50,Private,9.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,40.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,40.0,United-States,0
41-50,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,50.0,United-States,1
41-50,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,38.0,United-States,1
31-40,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0.0,40.0,United-States,0
31-40,Private,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,-2415.0,65.0,United-States,1
51-60,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,60.0,United-States,0
31-40,Private,4.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,45.0,West Europe,0
31-40,Local-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,42.0,United-States,1
51-60,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,45.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,55.0,United-States,1
31-40,Private,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,40.0,United-States,0
31-40,Private,10.0,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,48.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,40.0,United-States,1
25-30,Private,10.0,Never-married,Other-service,Own-child,Black,Female,0.0,40.0,United-States,0
61-70,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,50.0,United-States,0
31-40,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,40.0,United-States,0
51-60,Private,9.0,Widowed,Adm-clerical,Unmarried,White,Female,0.0,40.0,United-States,0
31-40,Private,6.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,45.0,United-States,0
25-30,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
31-40,Self-emp-not-inc,14.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,60.0,United-States,0
31-40,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,0
31-40,Private,11.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,40.0,United-States,1
41-50,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,40.0,United-States,1
51-60,Private,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,50.0,United-States,0
25-30,Local-gov,13.0,Never-married,Adm-clerical,Not-in-family,Black,Female,4101.0,60.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1887.0,40.0,United-States,1
31-40,Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,40.0,United-States,1
25-30,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,50.0,United-States,0
18-24,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,60.0,United-States,0
41-50,Federal-gov,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,40.0,United-States,0
51-60,Federal-gov,11.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,40.0,United-States,0
18-24,Private,13.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,30.0,United-States,0
41-50,Private,10.0,Separated,Adm-clerical,Unmarried,White,Female,0.0,16.0,Central Europe,0
18-24,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,40.0,United-States,0
18-24,Local-gov,9.0,Never-married,Other-service,Own-child,White,Male,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,50.0,United-States,0
61-70,Self-emp-not-inc,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,20.0,United-States,0
61-70,Self-emp-inc,15.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,35.0,United-States,0
31-40,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
41-50,Private,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,70.0,United-States,0
31-40,Self-emp-not-inc,12.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,25.0,United-States,1
18-24,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,12.0,United-States,0
41-50,State-gov,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,38.0,United-States,0
31-40,Local-gov,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
61-70,Private,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,40.0,United-States,0
25-30,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,40.0,United-States,0
51-60,Local-gov,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,22.0,United-States,1
18-24,State-gov,11.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,40.0,United-States,0
31-40,Private,9.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0.0,40.0,Mexico,0
31-40,Self-emp-not-inc,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,1
25-30,Private,13.0,Separated,Tech-support,Own-child,White,Male,0.0,50.0,United-States,0
18-24,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,40.0,United-States,0
51-60,Self-emp-inc,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,84.0,United-States,1
31-40,Private,14.0,Never-married,Prof-specialty,Unmarried,White,Female,0.0,40.0,United-States,0
18-24,Private,10.0,Never-married,Sales,Other-relative,White,Male,0.0,64.0,United-States,0
61-70,Local-gov,5.0,Never-married,Adm-clerical,Other-relative,White,Male,0.0,40.0,United-States,0
31-40,Private,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,40.0,United-States,0
31-40,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,55.0,United-States,1
31-40,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3908.0,55.0,United-States,0
18-24,Private,10.0,Never-married,Other-service,Own-child,White,Female,0.0,15.0,United-States,0
31-40,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,60.0,United-States,0
41-50,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1977.0,40.0,United-States,1
31-40,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,40.0,United-States,0
41-50,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,38.0,United-States,0
41-50,Local-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,-1740.0,48.0,United-States,0
51-60,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,50.0,United-States,1
18-24,Private,10.0,Never-married,Other-service,Own-child,Black,Female,0.0,15.0,United-States,0
41-50,Self-emp-not-inc,13.0,Divorced,Sales,Not-in-family,White,Male,0.0,60.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,50.0,West Europe,1
41-50,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Sales,Own-child,White,Female,4101.0,40.0,United-States,0
51-60,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,40.0,United-States,1
31-40,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,52.0,United-States,1
31-40,Private,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,40.0,United-States,1
18-24,Private,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,55.0,United-States,0
41-50,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,40.0,United-States,1
25-30,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,25.0,United-States,0
0-17,Private,6.0,Never-married,Sales,Unmarried,White,Female,0.0,12.0,United-States,0
41-50,Private,9.0,Widowed,Priv-house-serv,Own-child,Black,Female,0.0,25.0,United-States,0
41-50,Private,9.0,Divorced,Adm-clerical,Own-child,White,Female,0.0,45.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0.0,60.0,United-States,0
41-50,Self-emp-not-inc,12.0,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0.0,35.0,United-States,0
18-24,Private,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,55.0,United-States,0
41-50,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,40.0,United-States,0
18-24,Private,13.0,Never-married,Other-service,Not-in-family,White,Female,0.0,50.0,United-States,0
31-40,Private,9.0,Divorced,Craft-repair,Own-child,White,Female,0.0,42.0,United-States,0
51-60,Private,4.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,50.0,United-States,0
31-40,Private,7.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1579.0,40.0,United-States,0
31-40,Private,10.0,Divorced,Sales,Not-in-family,White,Male,0.0,45.0,United-States,0
41-50,Local-gov,10.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,48.0,United-States,1
41-50,State-gov,14.0,Separated,Prof-specialty,Not-in-family,White,Male,0.0,60.0,United-States,0
61-70,Private,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,40.0,United-States,1
41-50,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,1
51-60,Private,3.0,Separated,Machine-op-inspct,Not-in-family,White,Female,0.0,40.0,United-States,0
31-40,Private,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,40.0,United-States,0
31-40,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,50.0,United-States,1
25-30,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,40.0,United-States,0
25-30,Private,10.0,Never-married,Prof-specialty,Not-in-family,White,Male,8614.0,40.0,United-States,1
51-60,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,4064.0,55.0,United-States,0
51-60,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,32.0,United-States,0
31-40,Private,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,45.0,United-States,0
41-50,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,3103.0,50.0,United-States,1
71+,Private,13.0,Divorced,Sales,Not-in-family,White,Female,-1911.0,38.0,United-States,1
18-24,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,18.0,United-States,0
41-50,Private,5.0,Divorced,Other-service,Unmarried,White,Female,0.0,40.0,United-States,0
18-24,Private,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,40.0,West Europe,0
18-24,Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,50.0,United-States,0
41-50,Private,3.0,Divorced,Sales,Other-relative,White,Female,0.0,32.0,Mexico,0
51-60,Private,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,40.0,United-States,1
41-50,Self-emp-not-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,40.0,United-States,1
41-50,Private,4.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,70.0,United-States,0
71+,Private,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,7.0,United-States,0
41-50,Private,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,40.0,Central Europe,0
25-30,Local-gov,13.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,40.0,United-States,0
61-70,Private,9.0,Widowed,Sales,Not-in-family,White,Male,0.0,50.0,United-States,0
41-50,Private,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,50.0,East Asia,0
51-60,State-gov,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,35.0,United-States,1
41-50,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,60.0,United-States,1
41-50,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,55.0,United-States,1
31-40,Private,13.0,Widowed,Other-service,Not-in-family,White,Female,0.0,30.0,United-States,0
31-40,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,40.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,40.0,United-States,1
25-30,Private,9.0,Never-married,Craft-repair,Other-relative,White,Male,2597.0,40.0,United-States,0
31-40,Local-gov,9.0,Divorced,Transport-moving,Not-in-family,White,Female,0.0,35.0,United-States,0
41-50,State-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,60.0,United-States,1
25-30,Self-emp-not-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1887.0,50.0,United-States,1
31-40,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,-1741.0,40.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,40.0,United-States,0
31-40,State-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,27.0,United-States,0
51-60,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,50.0,United-States,1
31-40,Private,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,43.0,United-States,0
25-30,Local-gov,13.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,20.0,South Asia,0
41-50,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,50.0,United-States,1
31-40,Private,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,40.0,United-States,0
25-30,Private,13.0,Never-married,Tech-support,Own-child,White,Female,0.0,40.0,United-States,0
25-30,Private,10.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,40.0,United-States,0
41-50,Self-emp-inc,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,47.0,United-States,0
51-60,Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4386.0,40.0,United-States,1
41-50,Private,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,40.0,South America,0
25-30,Private,9.0,Never-married,Other-service,Own-child,Black,Female,0.0,40.0,United-States,0
18-24,Private,7.0,Never-married,Craft-repair,Own-child,White,Male,0.0,40.0,United-States,0
25-30,Private,13.0,Never-married,Sales,Own-child,White,Female,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0.0,25.0,United-States,0
41-50,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,40.0,United-States,0
25-30,Private,9.0,Divorced,Transport-moving,Other-relative,White,Male,0.0,40.0,United-States,0
51-60,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,40.0,United-States,1
41-50,Private,3.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,40.0,United-States,0
31-40,Private,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,40.0,United-States,0
41-50,Self-emp-not-inc,13.0,Divorced,Craft-repair,Not-in-family,White,Male,27828.0,16.0,United-States,1
25-30,Private,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,40.0,United-States,0
25-30,Private,7.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0.0,20.0,United-States,0
41-50,Private,9.0,Divorced,Other-service,Not-in-family,White,Female,0.0,40.0,United-States,0
31-40,Local-gov,11.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,40.0,United-States,0
18-24,Private,9.0,Never-married,Transport-moving,Unmarried,White,Female,0.0,40.0,Mexico,0
31-40,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,40.0,United-States,0
18-24,Private,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,40.0,South Asia,0
61-70,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,48.0,United-States,0
18-24,Private,7.0,Never-married,Adm-clerical,Unmarried,White,Female,0.0,15.0,United-States,0
25-30,Private,9.0,Separated,Transport-moving,Unmarried,White,Female,0.0,30.0,United-States,0
18-24,Private,10.0,Never-married,Sales,Own-child,White,Female,0.0,20.0,United-States,0
18-24,Private,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,98.0,United-States,0
31-40,Private,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,35.0,United-States,0
51-60,Private,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,60.0,United-States,0
0-17,Private,7.0,Never-married,Farming-fishing,Own-child,White,Female,0.0,18.0,United-States,0
71+,Private,9.0,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,16.0,United-States,0
41-50,Self-emp-not-inc,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,-1485.0,50.0,United-States,0
18-24,Private,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,25.0,United-States,0
31-40,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,45.0,United-States,0
0-17,Private,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,17.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,4064.0,40.0,United-States,0
25-30,Private,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,70.0,United-States,0
31-40,Federal-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,40.0,United-States,0
31-40,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,40.0,United-States,0
25-30,Private,13.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,40.0,United-States,0
41-50,Self-emp-not-inc,9.0,Divorced,Other-service,Unmarried,White,Female,0.0,40.0,United-States,0
71+,Private,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,3.0,United-States,0
18-24,Private,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,37.0,United-States,0
51-60,Private,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,40.0,United-States,0
71+,Private,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,50.0,United-States,0
25-30,Private,12.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,45.0,United-States,0
41-50,Private,13.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,40.0,United-States,0
51-60,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,50.0,United-States,1
31-40,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,45.0,United-States,0
18-24,Private,7.0,Never-married,Other-service,Other-relative,Black,Female,0.0,24.0,United-States,0
51-60,Private,9.0,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,40.0,Southeast Asia,0
41-50,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,50.0,United-States,1
61-70,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,45.0,United-States,1
31-40,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,43.0,United-States,0
18-24,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,40.0,United-States,0
18-24,State-gov,10.0,Never-married,Protective-serv,Not-in-family,White,Male,0.0,40.0,United-States,0
18-24,State-gov,3.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,35.0,United-States,0
41-50,Self-emp-not-inc,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,50.0,United-States,1
41-50,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,50.0,United-States,0
51-60,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,40.0,United-States,0
18-24,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,40.0,United-States,0
25-30,Private,11.0,Divorced,Other-service,Unmarried,White,Female,0.0,45.0,South America,0
51-60,Local-gov,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,40.0,United-States,0
31-40,Self-emp-not-inc,6.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,40.0,United-States,0
25-30,Private,11.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,40.0,United-States,0
41-50,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,38.0,United-States,0
31-40,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,40.0,United-States,0
