age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital,hours-per-week,region,income
41-50,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,30,United-States,<=50K
18-24,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,40,United-States,<=50K
25-30,Private,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,-1669,42,United-States,<=50K
25-30,State-gov,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50K
41-50,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,40,West Europe,<=50K
51-60,Private,10,Separated,Craft-repair,Not-in-family,White,Male,-2444,45,United-States,>50K
18-24,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,40,United-States,<=50K
18-24,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,20,United-States,<=50K
18-24,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,30,United-States,<=50K
51-60,Local-gov,11,Divorced,Prof-specialty,Unmarried,White,Male,0,40,United-States,>50K
41-50,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,50,,<=50K
31-40,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50K
18-24,Private,11,Never-married,Tech-support,Unmarried,Black,Female,0,40,United-States,<=50K
18-24,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,40,United-States,<=50K
18-24,Private,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,20,United-States,<=50K
25-30,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,40,United-States,<=50K
18-24,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,40,United-States,<=50K
18-24,Private,13,Never-married,Sales,Own-child,White,Female,0,35,United-States,<=50K
31-40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,65,United-States,>50K
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
25-30,Private,10,Never-married,Sales,Not-in-family,Black,Male,0,35,United-States,<=50K
41-50,Self-emp-not-inc,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,55,United-States,<=50K
51-60,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,99,United-States,>50K
51-60,Private,9,Widowed,Sales,Not-in-family,White,Female,0,30,United-States,<=50K
51-60,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,43,United-States,>50K
31-40,Private,10,Divorced,Craft-repair,Unmarried,White,Female,0,40,Middle America,<=50K
51-60,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
41-50,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,50,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,38,United-States,>50K
51-60,Private,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-1628,40,United-States,<=50K
25-30,Private,7,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,40,Mexico,<=50K
51-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,>50K
61-70,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,60,United-States,<=50K
41-50,Private,9,Never-married,Exec-managerial,Own-child,White,Female,0,50,Middle America,<=50K
31-40,State-gov,15,Never-married,Prof-specialty,Own-child,White,Female,0,40,United-States,<=50K
41-50,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
31-40,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,43,United-States,>50K
51-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50K
41-50,Private,6,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,37,East Asia,<=50K
71+,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,-2467,40,Canada,<=50K
0-17,Private,6,Never-married,Priv-house-serv,Own-child,White,Male,0,30,United-States,<=50K
31-40,Private,10,Never-married,Sales,Not-in-family,White,Male,0,41,United-States,<=50K
41-50,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,-2415,40,United-States,>50K
31-40,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,0,25,United-States,<=50K
25-30,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,20,United-States,>50K
31-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
51-60,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
18-24,Private,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,16,United-States,<=50K
41-50,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,35,United-States,<=50K
41-50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
41-50,Local-gov,9,Separated,Transport-moving,Unmarried,White,Female,0,25,United-States,<=50K
31-40,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
25-30,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,40,United-States,>50K
25-30,Private,10,Never-married,Other-service,Other-relative,Other,Female,0,25,South America,<=50K
18-24,Private,13,Never-married,Sales,Not-in-family,White,Male,0,45,United-States,<=50K
25-30,Private,9,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,40,United-States,<=50K
25-30,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,40,Mexico,<=50K
51-60,Private,10,Divorced,Protective-serv,Not-in-family,White,Male,0,40,United-States,<=50K
18-24,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,<=50K
31-40,Private,9,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,12,Mexico,<=50K
51-60,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,40,United-States,<=50K
51-60,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,>50K
41-50,Local-gov,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
31-40,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,99,United-States,<=50K
18-24,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,25,United-States,<=50K
31-40,Local-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States,>50K
61-70,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50K
41-50,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,5178,40,United-States,>50K
51-60,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,60,United-States,<=50K
41-50,Private,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,50,United-States,>50K
31-40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,40,United-States,>50K
31-40,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,45,United-States,>50K
41-50,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
31-40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,20,United-States,>50K
41-50,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,4934,45,United-States,>50K
51-60,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,<=50K
41-50,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,45,United-States,<=50K
25-30,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,20,United-States,<=50K
41-50,Private,10,Never-married,Craft-repair,Unmarried,White,Male,-3004,60,,>50K
31-40,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,10,United-States,<=50K
31-40,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,99,South America,<=50K
31-40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1848,54,United-States,>50K
61-70,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,Black,Male,0,60,United-States,>50K
25-30,State-gov,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,2463,40,United-States,<=50K
51-60,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,40,United-States,>50K
51-60,Federal-gov,14,Divorced,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
31-40,Self-emp-not-inc,10,Divorced,Adm-clerical,Unmarried,White,Female,0,50,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50K
71+,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,16,United-States,<=50K
31-40,Private,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,60,Mexico,<=50K
41-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,48,United-States,>50K
31-40,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,50,United-States,>50K
31-40,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2580,40,United-States,<=50K
41-50,Private,10,Divorced,Tech-support,Not-in-family,White,Female,0,36,United-States,<=50K
18-24,Private,9,Never-married,Sales,Own-child,White,Male,0,35,United-States,<=50K
31-40,Private,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,20,United-States,<=50K
18-24,Private,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,40,United-States,<=50K
18-24,Self-emp-not-inc,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,40,United-States,<=50K
51-60,Private,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,40,Mexico,<=50K
25-30,Private,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,40,United-States,<=50K
18-24,Private,7,Never-married,Farming-fishing,Own-child,White,Male,0,6,United-States,<=50K
31-40,Federal-gov,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,40,United-States,>50K
41-50,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
61-70,Private,4,Widowed,Other-service,Not-in-family,White,Female,1086,20,United-States,<=50K
41-50,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,50,United-States,<=50K
18-24,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,40,United-States,<=50K
25-30,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,West Europe,>50K
18-24,Private,13,Never-married,Prof-specialty,Own-child,White,Male,0,40,United-States,<=50K
31-40,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,50,,>50K
51-60,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Female,0,50,United-States,<=50K
41-50,Private,9,Separated,Craft-repair,Unmarried,Black,Female,0,40,,<=50K
25-30,Private,10,Never-married,Sales,Own-child,White,Male,0,42,United-States,<=50K
18-24,Private,12,Never-married,Other-service,Not-in-family,White,Female,0,12,United-States,<=50K
31-40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,40,United-States,<=50K
31-40,Federal-gov,10,Divorced,Adm-clerical,Unmarried,White,Male,0,40,Mexico,<=50K
41-50,Private,7,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,40,United-States,<=50K
31-40,Self-emp-not-inc,12,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,50,United-States,>50K
25-30,Private,10,Never-married,Tech-support,Own-child,White,Male,0,60,United-States,<=50K
41-50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-1902,42,United-States,>50K
61-70,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,30,United-States,<=50K
61-70,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,40,United-States,>50K
51-60,Private,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,48,United-States,<=50K
31-40,Private,13,Divorced,Other-service,Not-in-family,Black,Female,0,60,,<=50K
41-50,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,40,United-States,<=50K
31-40,Private,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,38,United-States,<=50K
61-70,Private,9,Divorced,Sales,Other-relative,White,Female,0,38,United-States,<=50K
71+,Private,10,Widowed,Prof-specialty,Not-in-family,White,Male,-1429,40,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,40,United-States,<=50K
31-40,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,14084,50,United-States,>50K
18-24,Private,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,40,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,48,United-States,<=50K
51-60,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,40,United-States,<=50K
25-30,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
41-50,Private,9,Divorced,Other-service,Not-in-family,White,Male,0,40,United-States,<=50K
51-60,Private,4,Divorced,Other-service,Not-in-family,White,Male,0,40,United-States,<=50K
61-70,Self-emp-not-inc,7,Widowed,Exec-managerial,Not-in-family,White,Female,0,84,United-States,>50K
25-30,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,25,United-States,<=50K
25-30,Private,9,Never-married,Farming-fishing,Other-relative,White,Male,0,40,Mexico,<=50K
51-60,Self-emp-not-inc,6,Divorced,Other-service,Not-in-family,Black,Female,0,10,United-States,<=50K
31-40,Self-emp-inc,10,Married-civ-spouse,Sales,Wife,White,Female,-1902,15,United-States,>50K
31-40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,45,United-States,<=50K
18-24,Private,7,Never-married,Other-service,Own-child,Black,Male,-1602,23,United-States,<=50K
41-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,40,United-States,>50K
51-60,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,45,United-States,>50K
41-50,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
61-70,Private,4,Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,>50K
25-30,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,35,United-States,<=50K
18-24,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,48,United-States,<=50K
31-40,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,35,United-States,<=50K
31-40,Private,10,Separated,Sales,Not-in-family,White,Male,2174,52,United-States,<=50K
61-70,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,48,United-States,<=50K
18-24,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,40,United-States,<=50K
31-40,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,>50K
41-50,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
31-40,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,<=50K
51-60,Private,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,36,United-States,<=50K
18-24,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,20,United-States,<=50K
31-40,Self-emp-not-inc,15,Never-married,Prof-specialty,Not-in-family,White,Male,-2444,45,United-States,>50K
25-30,Private,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,-1719,40,United-States,<=50K
31-40,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,40,United-States,>50K
18-24,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,32,United-States,<=50K
51-60,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Private,13,Never-married,Sales,Not-in-family,White,Female,-1741,40,United-States,<=50K
25-30,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,4865,40,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,48,United-States,>50K
41-50,Private,13,Separated,Prof-specialty,Unmarried,White,Female,0,40,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,50,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,0,40,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,40,United-States,<=50K
51-60,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,40,United-States,>50K
31-40,Private,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,40,Southeast Asia,<=50K
31-40,Private,11,Married-civ-spouse,Sales,Husband,White,Male,5178,60,United-States,>50K
71+,Private,9,Widowed,Sales,Unmarried,White,Female,0,26,United-States,<=50K
31-40,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,70,United-States,<=50K
25-30,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,3325,25,United-States,<=50K
31-40,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,42,United-States,>50K
18-24,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,37,United-States,<=50K
25-30,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,30,United-States,<=50K
41-50,Private,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,40,United-States,<=50K
31-40,State-gov,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,40,United-States,<=50K
61-70,Private,9,Widowed,Other-service,Not-in-family,White,Female,991,18,United-States,<=50K
41-50,Private,13,Divorced,Prof-specialty,Unmarried,White,Male,0,40,United-States,<=50K
51-60,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,52,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50K
61-70,Private,5,Widowed,Other-service,Unmarried,Black,Female,0,40,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,38,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,60,United-States,<=50K
51-60,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,-1977,35,United-States,>50K
41-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-2415,60,United-States,>50K
41-50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,35,United-States,<=50K
51-60,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
25-30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,20,United-States,<=50K
41-50,Federal-gov,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,12,United-States,<=50K
41-50,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,55,United-States,>50K
18-24,Private,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,38,United-States,<=50K
41-50,Private,10,Divorced,Other-service,Unmarried,White,Female,0,40,United-States,<=50K
18-24,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
31-40,Private,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,23,United-States,<=50K
18-24,Private,10,Never-married,Other-service,Own-child,White,Male,0,20,United-States,<=50K
61-70,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,30,United-States,<=50K
31-40,Private,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,30,East Asia,<=50K
25-30,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,50,United-States,<=50K
18-24,Private,10,Never-married,Exec-managerial,Own-child,White,Male,0,40,United-States,<=50K
25-30,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Private,9,Separated,Adm-clerical,Not-in-family,White,Female,0,20,United-States,<=50K
51-60,State-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,40,United-States,<=50K
25-30,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,40,United-States,<=50K
31-40,Private,9,Divorced,Sales,Unmarried,White,Female,0,25,Canada,<=50K
41-50,Private,8,Married-spouse-absent,Sales,Unmarried,White,Female,0,25,,<=50K
41-50,Self-emp-not-inc,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,35,United-States,>50K
31-40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
41-50,Self-emp-not-inc,13,Never-married,Sales,Own-child,White,Male,0,35,United-States,<=50K
31-40,Private,13,Widowed,Exec-managerial,Not-in-family,White,Female,0,55,United-States,<=50K
25-30,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,40,United-States,<=50K
41-50,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,40,United-States,>50K
25-30,Private,10,Never-married,Other-service,Other-relative,White,Male,0,40,Middle America,<=50K
41-50,Self-emp-not-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,<=50K
51-60,Private,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,44,United-States,<=50K
18-24,Private,4,Never-married,Priv-house-serv,Own-child,White,Female,0,32,Middle America,<=50K
25-30,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
25-30,Private,11,Never-married,Other-service,Other-relative,Black,Male,0,40,United-States,<=50K
41-50,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,40,West Europe,<=50K
51-60,Private,9,Divorced,Craft-repair,Unmarried,Black,Male,0,40,United-States,<=50K
41-50,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,50,United-States,>50K
18-24,Private,11,Never-married,Adm-clerical,Own-child,White,Female,0,36,United-States,<=50K
18-24,Private,8,Never-married,Other-service,Own-child,White,Male,0,25,United-States,<=50K
61-70,Private,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,2653,40,United-States,<=50K
51-60,Private,13,Married-civ-spouse,Sales,Husband,White,Male,7688,50,United-States,>50K
41-50,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,50,United-States,<=50K
18-24,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,0,35,United-States,<=50K
31-40,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,40,United-States,<=50K
18-24,Without-pay,9,Never-married,Farming-fishing,Own-child,White,Male,0,10,United-States,<=50K
41-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,50,United-States,>50K
25-30,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,40,United-States,<=50K
41-50,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,55,United-States,>50K
18-24,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,40,United-States,<=50K
25-30,State-gov,10,Separated,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,40,United-States,>50K
71+,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,<=50K
18-24,Private,11,Never-married,Sales,Not-in-family,Black,Female,0,25,United-States,<=50K
51-60,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,55,United-States,>50K
41-50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,50,United-States,<=50K
18-24,Private,7,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,43,United-States,<=50K
41-50,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,50,United-States,>50K
18-24,State-gov,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,20,United-States,<=50K
31-40,Private,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,40,United-States,<=50K
61-70,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Male,0,45,United-States,<=50K
25-30,Private,10,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,40,Mexico,<=50K
31-40,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,45,United-States,<=50K
25-30,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,50,United-States,<=50K
41-50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,60,United-States,>50K
25-30,Private,10,Never-married,Sales,Not-in-family,White,Female,0,60,United-States,<=50K
25-30,Self-emp-not-inc,13,Divorced,Sales,Not-in-family,White,Male,0,40,United-States,<=50K
25-30,Private,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,25,United-States,<=50K
61-70,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,40,United-States,<=50K
31-40,Federal-gov,10,Never-married,Exec-managerial,Own-child,Black,Female,0,40,United-States,<=50K
51-60,Private,9,Divorced,Machine-op-inspct,Own-child,Black,Male,0,40,United-States,<=50K
41-50,Self-emp-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,60,United-States,>50K
51-60,Private,10,Divorced,Sales,Not-in-family,White,Female,0,40,United-States,<=50K
25-30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,<=50K
41-50,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Wife,White,Female,0,52,United-States,<=50K
18-24,Private,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,40,Central Europe,<=50K
31-40,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,20,United-States,<=50K
25-30,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,40,United-States,>50K
51-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,40,United-States,>50K
41-50,Private,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,-2205,40,United-States,<=50K
61-70,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,30,United-States,>50K
31-40,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,40,United-States,<=50K
25-30,Private,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,40,United-States,<=50K
25-30,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,40,United-States,>50K
31-40,Private,13,Married-civ-spouse,Tech-support,Husband,Black,Male,0,55,United-States,>50K
31-40,Local-gov,11,Divorced,Exec-managerial,Own-child,White,Male,0,40,United-States,<=50K
31-40,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,40,United-States,<=50K
25-30,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,40,United-States,<=50K
25-30,State-gov,6,Never-married,Other-service,Own-child,Black,Female,0,40,United-States,<=50K
25-30,Private,9,Never-married,Priv-house-serv,Other-relative,White,Female,-1602,15,Mexico,<=50K
18-24,Private,6,Never-married,Transport-moving,Own-child,White,Male,0,40,United-States,<=50K
51-60,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,45,United-States,<=50K
41-50,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,40,United-States,>50K
25-30,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,5178,40,United-States,>50K
